time,language,tweets
2021-04-03 15:31:29,en,"@BoothyCraig @WeWillBeFree82 It's amazing cus yall say the same shit over and over again without thinking and then tell others they are sheeps 😹

It did stop covid, partially.

But as we didnt have any vaccine back then and as covid is enormously more contagious, it wasnt enough."
2021-04-03 15:31:25,en,"@AaronBosterMD @GavinGiovannoni It should be preserved.  As to the net clinical efficacy in someone with zero b-cells receiving a COVID-19 vaccine, your guess is as good as mine."
2021-04-03 15:31:21,en,"@Snakeman217 @AP_Europe @AP There are no ""would be"" statistics, those are called conjectures... and in certain countries (like Germany) more healthy people under 40 already died from alleged vaccine complications then of Covid."
2021-04-03 15:31:20,en,"ICYMI: We are excited that FEMA is opening a mass vaccination site at the Greenbelt Metro Station on April 7, which will allow us to further increase the number of Prince Georgians who are #ProudtobeProtected from COVID-19. 
https://t.co/Cp1EnRwaVG"
2021-04-03 15:31:19,en,@ChickenGate I have been following the adverse effects for the COVID19 vaccine pretty closely as a matter of fact. Here is the data for Canada https://t.co/zJxlXLqGof
2021-04-03 15:31:10,en,"A friend shared this on fb. The only way to combat this virus is to test for strains, isolate, and use vaccines that specifically fight those strains. This is a logical solution, right? And yet, it makes my head spin because../1
https://t.co/XYRtHk8OXc"
2021-04-03 15:31:04,en,London-area pharmacies to offer COVID-19 vaccine for adults over 55 https://t.co/N4oLb9u2xv via @CTVLondon
2021-04-03 15:31:03,en,"Pfizer COVID-19 vaccine is 90% effective for at least 6 months and protects against South Africa variant B.1.351, study shows https://t.co/m8S06Ush6L

 n = 46,000 of which 12,000 got the Pfizer vaccine more than 6 months ago https://t.co/uXVt70uh8f"
2021-04-03 15:31:01,en,"I’ve also seen numerous medical data/studies about women who HAD COVID-19 and their menstrual cycles were affected. This was related to the disease itself, not a vaccine. It mentions that pandemic stress temporarily interferes with the brain that controls hormones."
2021-04-03 15:31:00,en,"""It took us less than a year to develop and begin administering a vaccine for COVID-19, but research scientists determined 20 years ago what was required to end our country’s illiteracy epidemic.

https://t.co/bKhIWzjovv

#readingisfundamental"
2021-04-03 15:30:57,en,"”Carnivak-Cov, a sorbate inactivated vaccine against the coronavirus infection for carnivorous animals, developed by Rosselkhoznadzor's Federal Center for Animal Health, will likely go into mass production as early as April.” https://t.co/fYBlSG1zdW"
2021-04-03 15:30:53,en,Trump Rule Would Allow Unlimited Vaccine Price Hikes https://t.co/H1sQPtTWcf
2021-04-03 15:30:47,en,Blood Clot Deaths: 7 people died after getting Oxford-AstraZeneca Covid-19 vaccine in the United Kingdom #Coronavirus #COVID #COVID19 #COVIDー19 #Covid_19 #BloodClots #Oxford #AstraZeneca  https://t.co/m62WS0ObpK
2021-04-03 15:30:47,en,"@ANTHONYDELANE40 @CharlKusche @Ninavieri @KatyJayne101 I traveled to Europe, I did not need to show vaccine records! I have traveled to South America and no vaccine records, South America is asking for a covid test 72 hours ... I don’t know where you are traveling from? Maybe your country is different!"
2021-04-03 15:30:46,en,"Whatever shit rag this Entertainment Daily is, it really needs to stop. She isn't ""ranting"" it's a genuine concern and vaccine passports are discriminatory and disgusting. 

https://t.co/zlgTLYMD4P"
2021-04-03 15:30:42,en,"Millennials to be offered single-shot Johnson &amp; Johnson Covid vaccine to ‘jab and go’ https://t.co/GykdpWk78A via @Yahoo 

Does anyone want to wait 3 months for a second dose?  I would have thought this more ideal for people with mobility issues to get or diff getting to sites."
2021-04-03 15:30:41,en,@DemicheleMatt So glad that I am getting my covid vaccine on Monday!!!
2021-04-03 15:30:40,en,Very good article on vaccine side affects in #NYTimes by Tara Parker-Pope. Accurate info on #CovidVaccinesideeffects     https://t.co/rys5ymq26Q
2021-04-03 15:30:39,tl,"Sana tuloy tuloy na 🙏
https://t.co/sh0z2YRd04"
2021-04-03 15:30:36,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
2431 Boston Road, Bronx, NY, 10467
(800) 925-4733

https://t.co/nLIyANzFPH"
2021-04-03 15:30:36,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
193-01 Northern Boulevard, Queens, NY, 11358
(800) 925-4733

https://t.co/QmlJqVuPDl"
2021-04-03 15:30:36,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
3085 East Tremont Avenue, Bronx, NY, 10461
(800) 925-4733

https://t.co/9VTGVmQ5St"
2021-04-03 15:30:35,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
1371 Metropolitan Avenue, Bronx, NY, 10462
(800) 925-4733

https://t.co/cUnXwNG0md"
2021-04-03 15:30:35,en,"Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
249-46 Horace Harding Expressway, Queens, NY, 11362
(800) 925-4733

https://t.co/xl9LYmMn2X"
2021-04-03 15:30:35,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/SOnz5r5rR3
2021-04-03 15:30:35,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/3oW44asbEp
2021-04-03 15:30:34,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/QnAzC2LB7V
2021-04-03 15:30:34,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/oHjQ9oSjLc
2021-04-03 15:30:34,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/42CaFH3az4
2021-04-03 15:30:34,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/MjtjMVLnTp
2021-04-03 15:30:34,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/7g6qy3QG5r
2021-04-03 15:30:34,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/ga0QqsDnXY
2021-04-03 15:30:34,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/C2Fe0gQthB
2021-04-03 15:30:33,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/kVRrbKucEE
2021-04-03 15:30:33,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/UFmYyBs4wF
2021-04-03 15:30:33,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/WIBiYR49vB
2021-04-03 15:30:33,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/ad70UT3s9d
2021-04-03 15:30:33,en,"As of 3 April, 4,357,091 people have tested positive for COVID-19 in the UK, and 126,826 have died within 28 days of a positive test. As of yesterday, 31,425,682 have received a first dose of vaccine. https://t.co/V0XUBwq5Gp https://t.co/XmwZwtHK5j"
2021-04-03 15:30:33,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/eckXs8VbMe
2021-04-03 15:30:33,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/51FScoPlWg
2021-04-03 15:30:33,en,"HEADLINE UPDATE; Second COVID vaccine doses pass five million as UK reports lowest daily deaths since September: The UK has reported its lowest number of COVID deaths since mid-September, while more than five million people have now had both doses of a vaccine."
2021-04-03 15:30:33,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/SyqbWwdwmQ
2021-04-03 15:30:32,en,The final insult: Some dying of COVID while awaiting vaccine https://t.co/PhD6TheE66
2021-04-03 15:30:29,en,Anyways I just got my first COVID vaccine dose. PogChamp in chat ladies and gentlemen.
2021-04-03 15:30:25,en,"Busy on phone call, UP nurse gives woman 2 doses of Covid-19 vaccine: Report India Today https://t.co/u0eodKHX2y"
2021-04-03 15:30:24,en,"COVID-19: Second vaccinations pass five million as UK reports lowest deaths since September
https://t.co/zZqe6LDGTd https://t.co/Gdy0mcqhTQ"
2021-04-03 15:30:24,en,@BlissTabitha Healthy Hank Aaron died 2weeks after taking Covid Vaccine! https://t.co/hHgiJozD9F
2021-04-03 15:30:22,en,"Marjorie Taylor Greene asks why obesity not a focus, blames Dems for COVID vaccine mandates https://t.co/6ibQGdSVK0"
2021-04-03 15:30:21,en,"Pitt students waited in line for hours at a COVID-19 vaccine clinic in Oak Hill on Tuesday. The Pitt News Editorial Board argues that this is a result of Pennsylvania's confusing vaccine rollout.

https://t.co/V16kHb76oe"
2021-04-03 15:30:20,en,COVID vaccine resources in the Pittsburgh region https://t.co/otKtaVdaHb https://t.co/E7H1gT2kzO
2021-04-03 15:30:20,en,"Georgia currently has the worst COVID-19 vaccination record in the US. To help get vaccines in arms, organizers are working to get hard-to-reach Georgians vaccinated, “with a particular focus on Black, Latinx, and Native communities.”
https://t.co/UTBCJutbhb"
2021-04-03 15:30:20,en,How to find COVID-19 vaccine appointments in Michigan https://t.co/B8SiSCeAhH https://t.co/8NfsfHPgIM
2021-04-03 15:30:19,en,"I found (possible) appts at 27 RiteAid stores

https://t.co/KkrclRTPIE

Warning: RiteAid's avail data is not very accurate.

List: https://t.co/x6nknOPzq5"
2021-04-03 15:30:19,en,"Vaccine passports being developed to verify COVID-19 immunization status and allow inoculated people to more freely travel, shop and dine have become the latest flash point in America’s perpetual political wars. https://t.co/njxAca6c9K"
2021-04-03 15:30:17,en,"@EU_Commission @MichelBarnier

@Kevin_Maguire @adamboultonSKY @jonsnowC4 @KayBurley @bbclaurak @joncraig @DailyMirror @Peston @guardian

Continuing to show corrupt EU27 how it's done.

Another Brexit bonus denied by remoaners 🤣😅🤣
.
https://t.co/lit1zdsg2f"
2021-04-03 15:30:15,en,"Keep it up, y’all! https://t.co/cCgW4x4sqQ"
2021-04-03 15:30:15,en,"COVID-19 vaccine rollout: Don’t miss this interview exclusive with Aspen, CEO Stephen Saad on Saturday 3 April and Sunday 4 April at 10 am &amp; 3:30 pm on #DStv403 https://t.co/Y69VjbbHOx"
2021-04-03 15:30:12,en,"Some Covid-19 long haulers say that the coronavirus vaccines may be relieving their symptoms. @DrLindaMD @AlexMMTri @Vilavaite @jennybencardino #ThisIsOurShot 
https://t.co/l6nvblhqwK"
2021-04-03 15:30:11,en,".@FrazeeSolutions took the Global COVID-19 Workplace Challenge. We need 1,000 companies by World Immunization Week. Businesses can spread facts and increase vaccine confidence so we can all be #CovidSmart Join the Challenge here: https://t.co/GydnQ9q3jx #JointheWorkplaceChallenge https://t.co/3cyOgMMYpv"
2021-04-03 15:30:11,en,"Both the Pfizer and Moderna vaccines are about 95-percent effective at preventing COVID-19 infection, the drug makers have said. 
https://t.co/GaocPtNyzJ"
2021-04-03 15:30:08,en,"@James___Forever LH is not the only thing on people's minds. It's also North Korea, COVID-19 vaccine acquisition, and property prices (which by the way, was somewhat controlled during the Lee Myung-bak and Park Geun-hye administrations). Either way, he's going to have some time to golf."
2021-04-03 15:30:06,en,"Headache, chills, fever -- these are just a few of the side effects some have reported after getting the Moderna or Pfizer COVID-19 vaccines.  https://t.co/0tYcN71bO3"
2021-04-03 15:30:05,en,"""#honest #error"" #EmoryUniversity (#Atlanta, #Georgia) MD or more fittingly, #fraudulent #researcher, #conspirator #fabricator, #backstabber, #liar, etc....

https://t.co/OQcvvKMD0o

#news #schoolofmedicine #Emory #university #neurology #surgeon #Biden #COVID 19 #vaccine https://t.co/wkqddlAHuY"
2021-04-03 15:30:04,en,"Vaccine Passports and Health Passes: From Excelsior Pass to CommonPass, Here’s What You Need to Know About These Smart Cards https://t.co/Fifrdyn2h0 https://t.co/wQ8t0Ma2Ot"
2021-04-03 15:30:03,en,It’s weird seeing people post pictures of themselves receiving the COVID vaccine lol.
2021-04-03 15:30:02,en,Big win https://t.co/tZnAew2jy2
2021-04-03 15:30:01,en,"#HealthEquity  ""What Covid-19 has done, among other things, is expose causes of persistent inequity, the structural factors which we refer to as social determinants of health."" https://t.co/VVnmqGWGG2"
2021-04-03 15:30:00,en,"More than 247,000 people have died of COVID-19 in the U.S. since vaccines first became available mid-December.  https://t.co/3YKpFJ5i1s"
2021-04-03 15:30:00,en,"As the vaccination effort continues, Iowa has now reported surpassing 1.5M doses administered and 634,506 have been fully vaccinated against the virus. 

https://t.co/OOprNKmT5c"
2021-04-03 15:30:00,en,"The United States has administered at least one dose of coronavirus vaccine to more than 100 million people, the Centers for Disease Control and Prevention said Friday. https://t.co/Tjfa3oZq4A"
2021-04-03 15:30:00,fr,"La #Corse est la région qui vaccine le plus : «La vaccination a été l’option qu’on a choisie le plus tôt possible»

#Covid_19 https://t.co/0XooTLgbso"
2021-04-03 15:30:00,en,Does your family have questions about the COVID-19 vaccine? Our Maryland Center for Developmental Disabilities (MCDD) has simple resources to help you explain the vaccination process to your family members. Let's all do our part to keep each other safe: https://t.co/ERFxlwJWsX https://t.co/5wjYLno1bL
2021-04-03 15:29:55,und,@WHO @StatistaCharts https://t.co/pw5g82RFcX
2021-04-03 15:29:49,en,@LallyB9004 @nyawanga2 @WhiteHouse But if you already had Covid-19? Why push vaccine on me?
2021-04-03 15:29:49,en,@rockymix @WBrettWilson Why wouldn't businesses and countries want the ability to screen people to ensure the safety of their staff and people? A covid shutdown can cost a lot of money. If you don't want the vaccine accept their will be consequences.
2021-04-03 15:29:44,en,"This Pharmacy Technician - Retail Store job might be a great fit for you. Click the link in our bio to see it and more. Pharmacy Technician– COVID 19 Vaccine Support at CVS Health #Chester, VA"
2021-04-03 15:29:43,en,"“With guns, with COVID-19, with tech, the new post-Trump message from the post-Trump GOP is: Private property is socialism; state expropriation is freedom. It’s a strange doctrine for a party supposedly committed to liberty and the Constitution...” https://t.co/Irdz67FdaZ"
2021-04-03 15:29:43,und,https://t.co/1uMfgfVHeG
2021-04-03 15:29:34,en,"We're hiring in West Jefferson, NC! Click the link in our bio to apply to this job and more: Pharmacy Technician - COVID 19 Vaccine Support at CVS Health #cvspharmtech #pharmtech"
2021-04-03 15:29:32,en,"Beltway Insider: Biden, GOP Shuffle, Georgia, COVID Totals, Vaccine, Legal Rape, Violence, Immigration, Olympics https://t.co/47FbDxNhuk"
2021-04-03 15:29:31,en,About to get my COVID vaccine let's goooo https://t.co/lniuoJ7Noc
2021-04-03 15:29:28,und,https://t.co/KScptT4SXe
2021-04-03 15:29:26,en,Why restricting AstraZeneca vaccines in Canada means balancing 'vaccine risk vs. disease risk' | CBC News https://t.co/hamxuINRsl
2021-04-03 15:29:26,en,Thomas Gallatin: COVID Vaccine Passports? — The Patriot Post https://t.co/K5yfbWAW1v
2021-04-03 15:29:25,en,Vaccine passport: How to prove you got a COVID-19 shot for travel 🤔 ⁦@TheDemocrats⁩ want a #ID for this but not to vote 🗳 ⁦@YoungCons⁩ ⁦@GaRepublicans⁩ ⁦@YoungGOPs⁩ ⁦@YoungBlackGOP⁩ ⁦@AmerMedicalAssn⁩ ⁦@CREWcrew⁩ https://t.co/wYGjLQy7Il
2021-04-03 15:29:19,en,"#Argentina President @alferdez, who turned 62 on Friday (2), said he is isolated. On January 21, Fernández received the first dose of the #SputnikV vaccine.

Read more #CoronaVirusUpdates: https://t.co/FGlClAKWKV"
2021-04-03 15:29:18,en,"Vaccine appointments available at Walgreens Saint Louis from Apr 7 to Apr 8. Sign up here, zip code 63136:
https://t.co/z7hLZHrEAo (as of 10:25)"
2021-04-03 15:29:18,en,"Vaccine appointments available at Walgreens Saint Louis from Apr 6 to Apr 8. Sign up here, zip code 63121:
https://t.co/z7hLZHrEAo (as of 10:25)"
2021-04-03 15:29:17,en,"Vaccine appointments available at Walgreens Jennings from Apr 5 to Apr 8. Sign up here, zip code 63136:
https://t.co/z7hLZHrEAo (as of 10:25)"
2021-04-03 15:29:17,und,"@mhetlerovic @MilanSt45254979 @srdjl treba se dobro informisati koliko se tamo med struke zaista vakciniše, ovo su samo neki primeri: https://t.co/vusVGRpIFz

https://t.co/mOGS9XKdPT"
2021-04-03 15:29:17,en,"Vaccine appointments available at Walgreens Black Jack from Apr 4 to Apr 8. Sign up here, zip code 63033:
https://t.co/z7hLZHrEAo (as of 10:25)"
2021-04-03 15:29:15,en,"The 7-day average of Covid deaths is now 36. (97.1% down from the January peak). We have a vaccine that has now been rolled out across almost all of our vulnerable population. And yet, we are still largely locked down. It’s ridiculous now."
2021-04-03 15:29:13,en,"Featured Covid-19 Vaccine Reports, Moderna, COVID-19 Vaccine, Moderna COVID-19 Vaccine, Vaccine - California - First injection: 
No issues with injection and no side effects.
Second injection: 
Immediately followi... SafelyHQ https://t.co/SlyrkJRo1t https://t.co/2S1ctcSBpW"
2021-04-03 15:29:10,en,@Cfauvel @jesusali @ichaydon 15 years in the making. https://t.co/f9ETZq3Ny6
2021-04-03 15:29:09,en,"👥 What about @moderna_tx
1Mancunianati ?
Not all #vaccine makers are corrupt surely ?
#Covid_19 #pandemic #VaccinePassports
https://t.co/ZIiSinxH0w"
2021-04-03 15:29:09,en,"https://t.co/PPKzMWucCU
Must Read"
2021-04-03 15:29:06,en,For those who doubt Covid Vaccine s efficacy --- Israel s 55 percent population vaccinated n Covid infection number down by 90 percent !! https://t.co/7zboRtrpZv
2021-04-03 15:29:05,en,Dr Fauci says the US may not need AstraZeneca's COVID-19 vaccine - Daily Mail https://t.co/Eco91tlndb
2021-04-03 15:29:04,en,Dr Fauci says the US may not need AstraZeneca's COVID-19 vaccine - Daily Mail https://t.co/cHxz1T741O
2021-04-03 15:29:01,en,"UPDATE- to 21/3/21 Data for reported adverse reactions &amp; deaths to 'v&amp;ccines' (bearing in mind only 1% report &amp; MHRA 'sifted' reps first) re Gov/MHRA Yellow Card Scheme. 

Total reactions:- 495,345

Reaction reports:- 141,034

Total deaths reported:- 713

https://t.co/UugwYFUOov"
2021-04-03 15:29:01,en,"ANDREW Bridgen MP has blasted the EU vaccine rollout and insisted the bloc is now seen as a ""difficult customer"" by the big drug manufacturers &amp; no doubt big business! https://t.co/mXi8r6lMZR"
2021-04-03 15:28:59,en,Pakistan begins preparation to produce its own COVID vaccine https://t.co/blqjlWHpIL
2021-04-03 15:28:59,en,"@AvonandsomerRob @RobertRees_ ""Many now feel they are being coerced into taking the vaccine""

I wonder why?

I'm taking vaccine by the way, but this....this isn't right. Its not going to be temporary, it won't end up just being for covid and happy for you to rip the piss in 12 months if I end up being wrong. https://t.co/7X8jTVxysP"
2021-04-03 15:28:57,en,"Over 1% of Pune population is currently COVID +ve
Nearly 40k active cases in Pune city - which has estimated population of 31 lakh

Ironic! 100mn doses of AstraZeneca vaccine being produced per month in the same city https://t.co/GdJH1tQCFn"
2021-04-03 15:28:57,en,"Coronavirus latest news: No evidence UK uptake of AstraZeneca vaccine is slowing, expert says. While in France there is high hesitancy: 'AstraZeneca? Non, merci' – sceptical Parisians decline Covid jabs.

https://t.co/FDXDpA1a0f"
2021-04-03 15:28:57,und,@nmokranelivenl1 @hugodejonge @Lareb_NL @EMA_News https://t.co/JutZMsLYQE
2021-04-03 15:28:53,en,"@MichaelToole I guess Covid hair is worth photo archiving. In 20 years, kids will be asking, ""What's Covid hair?"" and non-frontline millennials will go hard of them for the vaccine anxiety they had to endure longer than anyone else."
2021-04-03 15:28:52,en,"2nd Covid jab done. Through the Derriford set-up in 20mins. All staff and volunteers were amazing, especially with managing my needle phobia. So grateful, and thankful that so many are also getting access to the vaccine. There is light at the end of the tunnel! #GetVaccinated"
2021-04-03 15:28:50,en,"@dgfull @PCRSUK @jengleruk Since NHS has never intervened early in Covid unlike Asia (""stay away from hospital"") refuses known treatments such as Ivermectin et al that saves lives, nobody will be interested. The vaccine is the only priority of the NHS right now. I am ashamed of this country &amp; its medicine."
2021-04-03 15:28:48,en,"@RighteousBabe4 
Researchers are using a modified horsepox virus vaccine platform called TNX-1800. It introduces a small dose of the virus in you with a single shot vaccine to combat COVID.

https://t.co/etNY5ya58d"
2021-04-03 15:28:43,en,"Finally, a COVID-19 Vaccine Compliant 🕺 E no easy but we move😀 See that grimace 🤭🙈 https://t.co/XDgk0BcoLx"
2021-04-03 15:28:42,und,@KPlorable @allahpundit https://t.co/eWhCT8qQyJ
2021-04-03 15:28:41,und,https://t.co/37l63jo5tb
2021-04-03 15:28:40,en,@fact_covid @WHO Even though they are anti Oxford vaccine. Merkel is claimed to have said that if had been named the Berlin vaccine there wouldn't have been any problems with it being used. Newspaper 'Bild'
2021-04-03 15:28:40,en,@Derpington_TM87 Sick from the covid vaccine rn and am trying to pass the time
2021-04-03 15:28:39,en,"I should do one of those getting my Covid vaccine-style photos with a nurse readying the syringe and then fake everyone out by saying “actually, she’s shooting me up with some clinical, Keith Richards-grade heroin”"
2021-04-03 15:28:37,en,"If you think you have a shoulder/pectoralis-minor strain, but you recently got a Covid vaccine, that's SIRVA. Your vaccine was put in a bad spot &amp; you're injured. Release techniques aren't going to do it. TENS will barely help. Use heat (as often as you can) &amp; anti-inflammatories"
2021-04-03 15:28:34,en,"Herschel Nachlis, PhD, a research assistant professor of government and a policy fellow in the Nelson A. Rockefeller Center for Public Policy and the Social Sciences at Dartmouth College, notes that political pressure on the FDA is not uncommon.
https://t.co/fTESBlxWtg"
2021-04-03 15:28:30,und,@ArtLove37196161 @hugodejonge @Lareb_NL @EMA_News https://t.co/JutZMsLYQE
2021-04-03 15:28:30,en,"@IamAntonioF yet you are spreading nonsense/doubts about vaccines that are out there to save black folks lives - no doubt contributing to vaccine hesitancy.

covid 19 is a corona virus- same as SARS from 2003.  These RNA vaccines have been in the works for years.  They built off of that."
2021-04-03 15:28:28,en,"Kempwood and Gessner H-E-B (10251 KEMPWOOD, HOUSTON TX, 77043) has 2 covid-19 vaccine slots which can be registered at: https://t.co/Y65HgOXvup"
2021-04-03 15:28:28,fr,"Vacciné au Spoutnik V, le président argentin testé positif au Covid-19 https://t.co/thFKFSXKU5 via @BFMTV"
2021-04-03 15:28:26,en,"Covid vaccine 
A new license plate 
My taxes done
And my stimulus check 
Oh and a new job before May would be nice.)"
2021-04-03 15:28:26,en,@ZubyMusic I have had the first of my CovID vaccine but it has to be completely voluntary and not rolled out with force or coercion. When the head of the CDC is lamenting states opening because it disincentivises the vaccine uptake once people get their freedom back I find it very worrying.
2021-04-03 15:28:26,und,https://t.co/mrcg6RDsm7
2021-04-03 15:28:24,en,"Ontario vaccine rate makes are look horrible. Thanks 3 blind mice. Ontario reports more than 6,000 new COVID-19 cases and 39 new deaths over past 2 days"
2021-04-03 15:28:23,en,Berkeley has vaccine appointments available: COVID-19 Testing &amp; Health Services - Curative https://t.co/IRRPXrw7aE
2021-04-03 15:28:19,en,"@hidietz @EricTopol Since all deaths are reported to VAERS, including vaccine recipients who died in car crashes, any vaccine mortality rate based on that total seems very likely to be overcounting.

However, covid-19 is likely undercounting because we only test the living due to test shortages."
2021-04-03 15:28:18,en,"Why restricting AstraZeneca vaccines in Canada means balancing 'vaccine risk vs. disease risk'
https://t.co/O5iZ8E2N7o https://t.co/FcTGPAkynN"
2021-04-03 15:28:18,en,"https://t.co/LwWo1wT9Kp
https://t.co/l5l7DLdRrJ

More than 100 million Americans have received at least one dose of the COVID-19 vaccine as of Saturday morning. This comes as the CD"
2021-04-03 15:28:14,en,"‘Stop it’: PNG raps Facebook for Covid-19 misinformation, says hurting vaccine push https://t.co/YdCJHIC3FJ"
2021-04-03 15:28:08,en,@zaptiee covid vaccine turns you into covid
2021-04-03 15:28:06,es,"@natho47 @DrEnriqueParis https://t.co/KwJD0CcKmr
según esta declaración de Pfizer, éste asegura no saber resultados si 2da dosis se aplica después de 21 días, hoy en V Región agotada, en carnet me pusieron 9/4 siendo que mis 21 días se cumplieron el 2/4

Entiendo es 1 decisión logística por sobre médica."
2021-04-03 15:28:04,en,"Career tip for landing jobs like ""Pharmacy Technician – COVID Vaccine Support"" in Sandusky, OH. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #cvspharmtech #pharmtech"
2021-04-03 15:27:58,en,"@Conservatives Time for any self-respecting Tory MP to stand on the right side of history and stop vaccine passports now. This has nothing to do with COVID and everything to do with control.
#WearenotChina #DoTheRightThing #NoVaccinePassports
#NoBuildBackBetter"
2021-04-03 15:27:53,en,"This job is now open at CVS Health in Andalusia, AL. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: COVID 19 Vaccine Support - Pharmacy Technician #cvspharmtech #pharmtech"
2021-04-03 15:27:52,en,The final insult: Some dying of COVID while awaiting vaccine - ABC News https://t.co/EhsKBkEusI
2021-04-03 15:27:50,en,Why restricting AstraZeneca vaccines in Canada means balancing 'vaccine risk vs. disease risk' https://t.co/iUYiq8aX6e https://t.co/kcTXwoIqBm
2021-04-03 15:27:39,en,Funny enough the second Pfizer shot left me with nothing but a day and some change of mild fatigue. I honest to God think I got covid or the flu right before my first vaccine.
2021-04-03 15:27:39,en,Forward-Looking Information and Factors That May Affect Future Results https://t.co/6TJq7MwB7C
2021-04-03 15:27:34,en,"@NickHunt5 @BBCWorld What? Rofl. Are you that bad at math?

1/600,000 clot issue (IF the vaccine is even what's caused it)
1/1,000 fatality for Covid in the LOWEST risk groups.

What data are you seeing that shows 1/1000 is less than 1/600,000?"
2021-04-03 15:27:33,en,"★ Dunn: Utah's had 97 'breakthrough' COVID-19 cases, but the vaccine is still working - KSL. #BreakingNews Please Retweet ➧➧➧ https://t.co/5czFtv9ir7 https://t.co/7IORXlMP72"
2021-04-03 15:27:30,en,"Today is the first day I’ve felt semi-ok since my second Moderna shot last Sunday. 

I know the vaccine is harder on those who’ve had #Covid, and there’s also no clue on how it affects those with autoimmune disease ... but PHEW, Y’ALL. That was a whole week. #COVIDvaccine https://t.co/KSlw3ii9jn"
2021-04-03 15:27:30,en,why can’t I get my vaccine when I literally have a medical condition that would make covid kill me !! I hate it here !! https://t.co/H2ScGc9cwW
2021-04-03 15:27:27,en,"#GetVaccinated - Almost 20% of HCWs do not intent on getting the COVID vaccine. If they won't set the example, how can we expect to get the general population beyond vaccine hesitancy (for both COVID and all other vaccines)?? Post-KFF poll finds https://t.co/ua15PX2ZZQ"
2021-04-03 15:27:25,en,"@zeroshorts This wasn't the same thing respectfully. We have a flu vaccine &amp; we have never seen the deaths from flu that we have seen from Covid. In Wuhan and in Italy, CFRs were extremely high b/c of ICUs being overwhelmed. Part of it is the unknown (CV19) vs flu which we understand better"
2021-04-03 15:27:25,en,"No COVID-19 “Vaccine Passports” for Florida! Litigation Attorney Heath Gelman explains what Governor Ron DeSantis' Executive Order means for Florida businesses.

https://t.co/NiJ6h6G74M

#swfl #fl #covid19 #travel #vaccine #vaccinepassport https://t.co/JIlhHhEmv5"
2021-04-03 15:27:24,en,@PhDVoice It's mixed. 1/2 supports me but doesn't understand (I'm in electronic/magnetic materials and my grandma asked if I worked on the covid vaccine) and the other 1/2 just thinks I'm doing a very very long bachelor's and keeps asking when I'll get a real job.
2021-04-03 15:27:19,en,"What You Need to Know About Your Vaccine Card https://t.co/VIwR5hpGYG 

so this is a joke on April's fools right?"
2021-04-03 15:27:19,en,@EduMinOfIndia @DrRPNishank @narendramodi @DDNewslive @MIB_India @mygovindia @COVIDNewsByMIB @PIB_India @MoHFW_INDIA @OfficeOfSDhotre @PMOIndia COVID-19 vaccine developed by Bharat Biotech...please promote biotech subject at school education level....in CBSE curriculum (2021-22) Biotech not allowed for biology students...students are not able to understand it's logic...please consider Biotech for Biology students.
2021-04-03 15:27:14,en,"If Canada had put a National Covid/Vaccine plan in place last year we wouldn't be facing a 3rd wave. Late to vaccine procurement, letting  provinces figure out a plan was the biggest mistake the Federal government made. Not listening to medical experts. Massive failure."
2021-04-03 15:27:13,en,Tell me more about how 100 million Americans have got the vaccine while multiple states see an increase in COVID cases &amp; remind us how we don’t all have equal access to a life saving vaccine
2021-04-03 15:27:12,en,"People. They're not even being careful with this full-court press. They've even showed us the view behind the curtain.
https://t.co/HpBgU25bI2"
2021-04-03 15:27:11,en,"Please don't misunderstand me here.

If you have irreversible IH you have my full sympathy; weight loss is virtually impossible.

You have a lifelong underlying condition that should be taken seriously, especially when it comes to COVID.

Hence, you should take the vaccine.. https://t.co/fFBjPRhY1y"
2021-04-03 15:27:07,en,"Vaccine appointments available at Walgreens Waconia on Apr 4. Sign up here, zip code 55387:
https://t.co/QTOpI60LVa (as of 10:24)"
