time,tweets,language
2021-04-03,"There have been multiple reports of Christian missionaries, particularly in the Brazilian Amazon, convincing communities to resist immunization efforts. https://t.co/EdK4GaS5Yr via @americamag",English
2021-04-03,"This week:
A rate of 1 in 12 adults were given a COVID vaccine.
A daily record of 4 million vaccines administered was reached on Thursday.
Promising findings in children 12-15 receiving Pfizer vaccine were published.
States are opening up vaccine eligibility.
Science.
#giveadamn",English
2021-04-03,@Rogers4Texas That looks strange. My sister lost feeling in her thumb for days. She also has nerve damage from Covid. I had a Moderna rash on my upper arm for 4 days. Took Tylenol every 4 hours. I would contact your dr &amp; register for VSafe on the CDC website. It's after vaccine health checker.,English
2021-04-03,"Thankfully the lies and misconceptions about the Oxford-AstraZeneca vaccine have not taken root in the UK like they have in an increasing number of countries.
https://t.co/ikFT9BQEjy",English
2021-04-03,Covid-19 Vaccine Passports Are Coming. What Will That Mean? | WIRED https://t.co/donDiH5jrx,English
2021-04-03,"If you're looking for work in Fort Lauderdale, FL, check out this #pharmacist #pharmd job via the link in our bio: Pharmacist – COVID Vaccine Support at CVS Health",English
2021-04-03,"Covid-19 has penetrated even the most remote areas of the Pan-Amazon region, infecting and killing subsistence farmers and indigenous people. https://t.co/EdK4GaS5Yr via @americamag",English
2021-04-03,"Where did India go wrong with the #VaccinationMaitri initiative; a noble and humanitarian policy to share the vaccine doses to counter the #ChineseVirus
(COVID-19)?
And if India did not commit any such wrong to take bold &amp; strategic step then why are some countries of the world..",English
2021-04-03,"@RJamanana @ayokayejide @mscalicares @JoyAnnReid I thought it’s come out in the news.  
Came out April 1: “Pfizer says COVID-19 vaccine lasts 6 months, protects against variants”",English
2021-04-03,"@tufoniti @sunlorrie @JFN1971 So covid gives you a 1 in 100 chance of death but the vaccine has a 1 in 500,000 chance of a blood. Let THAT sink in.
Im not a math doctor but I can see where the much much betterment odds of surviving are. Why can't you?",English
2021-04-03,Cape Breton pharmacist rides to the rescue with mobile COVID-19 vaccine clinic https://t.co/2T7qYYRKtO,English
2021-04-03,"Oil Q2 2021 Fundamental Forecast: The strong bid beneath crude oil broadly tracked market optimism surrounding covid vaccine developments, massive fiscal stimulus packages, and improved outlook for global GDP growth. https://t.co/2M4wSPXdxY",English
2021-04-03,"FAQS-Do I need to provide documentation to OneBlood that I received the COVID-19 vaccine? 

👉It is strongly encouraged that you bring your COVID-19 vaccination card with you at the time of your donation⠀
⠀
Learn more about the COVID-19 vaccine: https://t.co/Medme5Yclm https://t.co/k3h1W7lkVV",English
2021-04-03,"In Bolivia “indigenous peoples are part of the priority group, but nobody knows when the doses will come. We’re waiting for the government.” https://t.co/EdK4GaS5Yr via @americamag",English
2021-04-03,A new study shows that people who recovered from COVID-19 generated the same level of antibodies after one dose of the Pfizer-BioNTech vaccine as people who have never been infected and receive the recommended two doses of the shot https://t.co/03ZhrAyVN6,English
2021-04-03,The Atlantic Destroys COVID Vaccine Disinformer Alex Berenson | @crooksandliars https://t.co/hTpaihpiKz,English
2021-04-03,"@TomLightbodyLX @avwhiteley That was me for most of the past year, Tom. So, maybe I've pushed myself to the limit during these 10 days - especially as I've been tired post-Covid in Dec, and felt a bit rough post-vaccine in late March. Will we ever learn to pace ourselves? #FreelanceLife",English
2021-04-03,Covid-19 and care homes: 'The light's back on in my mum's eyes' https://t.co/EeYEkiq0xz  #TodaysMedicalUpdate #Medicine #Health #Patients #NHS #FMRevolution #Today #Insurance #Pharmaceutical #Biotech #COVID19 #Coronavirus #Doctor #Policy #Vaccine #MedTech Please Retweet,English
2021-04-03,"Covid-19 immunization campaigns must overcome enormous difficulties in reaching remote indigenous groups, isolated riverside communities and the villages of quilombola people, the descendants of African slaves.  https://t.co/EdK4GaS5Yr via @americamag",English
2021-04-03,"NEW: CVS #9557 on 04-04
Address: 1250 EPacific Coast Highway, Long Beach, CA 90806
Posted @ 1617458566
https://t.co/0mws9GGZhU",English
2021-04-03,Covid-19: Seven UK blood clot deaths after AstraZeneca vaccine https://t.co/8JfKPtAJlW,English
2021-04-03,"NEW: CVS #9501 on 04-06
Address: 2655 Santa Ana Street, South Gate, CA 90280
Posted @ 1617458562
https://t.co/0mws9GGZhU",English
2021-04-03,Given the info I would choose AZ vaccine now over risk of Covid. Apparently 300k doses are set to expire Friday and some of those may be wasted. Meanwhile essential workers are not yet vaccinated and teachers are going back to school Tues unprotected 🤦🏻 https://t.co/mysJkynYM7 https://t.co/vQWr1n4J2V,English
2021-04-03,"@ahandvanish Seems like there should be an @NIH grant to do this research. A survey may be a good approach since there are so many variables. Also, there are a lot of long COVID folks who are concerned about getting worse after the vaccine who need this data too!!",English
2021-04-03,I GOT THE COVID VACCINE! Who tryna go to to Greece with me next week?!?! 🤣,English
2021-04-03,"Delays, corruption and misinformation thwart Covid-19 vaccination efforts across Amazon region | America Magazine https://t.co/EdK4GaS5Yr",English
2021-04-03,Thank you Government of Pakistan for approving Private vaccine to come to Pakistan. I guess more people will get vaccinated and this will break the cycle of COVID in Pakistan #WelcomeSputnikPakistan,English
2021-04-03,"@hofunti @clairlemon Your body creates millions of strands of mRNA every day? Had any long term effects apart from good health?

https://t.co/NhTAPzvSgw",English
2021-04-03,"@BelindaMcKeigh1 @stone_skipping @RestlessIRoam I am vaccinated with no side effects. If you’ve tolerated the flu vaccine in the past you can probably tolerate the COVID vaccine. It’s a targeting MRNA vaccine and uses no COVID virus, alive or dead, so there’s almost no way the vaccine would land you on a vent. Ask your MD.",English
2021-04-03,"Instead of doing their jobs, media outlets are more interested in spreading vaccine #propaganda. Where is the actual #journalism? The post #COVID-19 Vaccine Propaganda Drowning Out Justifiable Skepticism appeared first on The Liberty Loft. https://t.co/A7ah4UtGJC",English
2021-04-03,"State provides COVID-19 vaccine progress, updates for April 2 | Ohio County Monitor
https://t.co/TUuUbA8E4D",English
2021-04-03,"@Hanscomb1993 Include West Bengal? CPIM ruled the state for 36 plus years! Rest is history.
 Western countries, ME and Australia had taken our indigenous Covid vaccine and thanked our PM. I am proud of our country. What about you? 😊",English
2021-04-03,"Bhai vaccine doesn't prevent you from getting infected, it only prevents severe covid illness and mortality when will common public understand this 🤨 https://t.co/8RED93FIhZ",English
2021-04-03,Government should be remove all eligibility conditions for covid vaccine if they really wants to protect people with 2nd waves of covid sometimes it's seems a joke after making a vaccine we are  waiting for second peak of covid and talking about lockdown,English
2021-04-03,Dolly Parton made a refined style declaration to obtain her 2nd dosage of the COVID-19 injection she assisted fund https://t.co/OA0v5URHP9,English
2021-04-03,@DrZweliMkhize Useless is at it again selling off vaccine whilst people die. #ZweliMkhize is a national threat LIVE | First batch of AstraZeneca vaccine sold to AU dispatched from SA https://t.co/xQGGHrHxyG,English
2021-04-03,U.K. government insiders are worried that new coronavirus variants and potential vaccine blockades could knock the country's enviable progress off course https://t.co/Ce9Y6CMnCz via @bpolitics,English
2021-04-03,Last-minute Trump rule would let vaccine makers hike prices unchecked https://t.co/5PwWn52qmf by @lhfang - have you noticed the numerous “last minute” policy decisions (in many sectors) imperil the lives of millions of people?,English
2021-04-03,Why are COVID vaccine passports so controversial? https://t.co/s1bHufl2kL https://t.co/JP5B9zzTmV,English
2021-04-03,"Covid-19 Vaccine Side Effects: Your Questions Answered - The New York Times
https://t.co/e8rWsSyJC2",English
2021-04-03,"Providers are retrofitting buses, holding clinics at mosques and scheduling old-school house calls to bring #coronavirus vaccine to at-risk people who otherwise might get missed in Minnesota's rapid expansion plan. https://t.co/exHP4hw9gt",English
2021-04-03,"A reminder that the mRNA technology for some Covid-19 vaccines is applicable to other viruses, including HIV, and that research and funding goes to a) what companies deem most profitable and b) what governments deem most worthy. https://t.co/HHxrW73Rng",English
2021-04-03,"Scammers will claim you can get a COVID vaccine or a stimulus check quicker if you pay up.

Don't fall for this. And if you see it, let us know &gt;&gt;  https://t.co/Ez4V552vSy https://t.co/Xq1MTLOaOz",English
2021-04-03,@FloGoNo @TheReal00101011 @ConceptualJames He appears to believe my tweet somehow makes me anti-vaccine or unaware of long haul covid. I’m high risk &amp; I’ve done what I’ve needed to do to stay healthy. I don’t regret getting my shots. Please tell me if I’ve somehow failed to state this. 🤷🏻‍♀️,English
2021-04-03,"He took the covid vaccine and still got the rona.. smh 🤦🏻‍♀️ which is why I’d never get it, it’s pointless 🤷🏻‍♀️",English
2021-04-03,"Waiting for your second Covid-19 vaccination? We’ll contact you when it’s time for your second dose. 

Please don’t ring your GP or the national booking line; as we’ll let you know when it’s your turn. More info: https://t.co/H3ivbJXmiS https://t.co/U9NCq4BnVW",English
2021-04-03,@housleyjon @LJ_just_LJ @LPPSusie @MikaelSchaeffer @DaveFultonWrang @SparkyPatriot mRNA vaccine does not enter the cell and cannot alter DNA.  It is NOT gene therapy.  Please read.  Maybe you will trust these people.  https://t.co/7CVRqyXzcj,English
2021-04-03,"The COVID-19 vaccines help our immune system fight back without introducing the live virus. Learn more about the COVID-19 vaccine here: https://t.co/wgO522NtwK
@HZNFoundation @HorizonBCBSNJ https://t.co/36HV7hH2iL",English
2021-04-03,"Please listen to Sir Lenny Henry and a number of household names, who have an important message about the #COVID-19 vaccine and are urging people in black communities to take the vaccine when it’s offered https://t.co/Y9Z9jvJhR9
Please share within your communities and networks.",English
2021-04-03,"Please listen to Sir Lenny Henry and a number of household names, who have an important message about the #COVID-19 vaccine and are urging people in black communities to take the vaccine when it’s offered https://t.co/Ho8j3nKj9a
Please share within your communities and networks.",English
2021-04-03,He needs covid 19 vaccine😹😹😹 https://t.co/NBmgzreQ6w,English
2021-04-03,"If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance and remember, wash your hands regularly, cover your face and make space. 

Read the latest guidance here: https://t.co/GZ3endY1sY https://t.co/G9FudZVs3A",English
2021-04-03,"Dr. Fauci says that the best vaccine is the one that you can get the soonest. All three available COVID-19 vaccines are safe and highly effective in preventing deaths, illness, and hospitalization. Get vaccinated when it’s your turn. https://t.co/xfnolTnec9",English
2021-04-03,"US may not even need AstraZeneca COVID-19 vaccine, Fauci says https://t.co/7CTqy5XivC via @nypost",English
2021-04-03,"The federal government, responsible for procuring supply, and the provincial government, which gets vaccines to local health units, have blamed each other for vaccine scarcity, while promising big boosts in weeks ahead.

https://t.co/K1PcF3eHzm",English
2021-04-03,Are you fully vaccinated? Congratulations! Go hug a grandchild. Hug a vaccinated friend. Invite friends over who are likewise fully vaccinated and visit without masks. Your life can begin to return to something approaching normal. 😊 https://t.co/oAymQ0CYsf,English
2021-04-03,"The @aanacrna has joined the National Ad Council to assist in informing the public on the COVID-19 vaccine. Read more here.

https://t.co/EkrO7YwKzZ",English
2021-04-03,Combatting disproportionate COVID-19 vaccine access in Kentucky https://t.co/5WELZBHKjn,English
2021-04-03,@SilverStars87 My husband still won't get a flu vaccine but thankfully he felt differently about COVID,English
2021-04-03,"Tracking the coronavirus vaccine, state by state https://t.co/GC57unARAn",English
2021-04-03,"COVID-19 is still a threat. Wash hands, social distance, and wear a mask even if you've received the vaccine 😷. 

Addiction services in New York State continue to be available via phone/video or from a safe distance in person. Learn more: https://t.co/SzFlUfHann https://t.co/8QJeMoh5PW",English
2021-04-03,"""The demand for one dose really outstrips any concern about it. By and large, people have said I would much rather have one dose than two, if for no other reason than the convenience of it.""
https://t.co/7Ft4u5n2LL",English
2021-04-03,Lmao this covid vaccine “appointment” Shit is dumb,English
2021-04-03,"Want to learn more about the COVID 19 vaccine, eligibility, and site locations on LI? 💉👉 https://t.co/iyGy4aLtLD @ovictoriamedia https://t.co/YqMGyVn7RA",English
2021-04-03,"If you have liver disease and you're eligible for the Covid-19 vaccine, you'll be contacted to arrange an appointment.

If you’ve been shielding, visit the Community Wellbeing Hub to find out more about the support that is available to you: https://t.co/JfybKLTFlS https://t.co/xG9LulwD1l",English
2021-04-03,"Eggs, hash browns with side of 🥑 and rye toast. Movie. No rush to start the day. Feels like first vaccine is working on clearing up some long covid issues 😁
Have a great day y'all. 🌈💞",English
2021-04-03,"@scdp @KimpsonForSC Why move forward when we can all get sick/die due to anti-vaxers? I was born the year of the polio vaccine. Did anyone refuse it in 1955? I was a baby from a family of polio survivors. I had my shot and boosters every year! Over 500,000  covid deaths in one year! #GetVaccinated",English
2021-04-03,"On a Zen scale of 1-10 (10 uber Zen), how would you rate yourself during this pandemic? Me: 7, 2, 10 (from March to March, while trying to find a vaccine appointment, finally getting the vaccine). More at Martha Engber’s Creatives: https://t.co/dTUQe4dV7H #vaccine #covid #zen https://t.co/dYsOoWXir9",English
2021-04-03,"Please listen to Sir Lenny Henry and a number of household names, who have an important message about the #COVID-19 vaccine and are urging people in black communities to take the vaccine when it’s offered https://t.co/lT46C2zK7b
Please share within your communities and networks.",English
2021-04-03,"DYK: More COVID-19 vaccination clinic locations are opening soon, meaning more appointments will be added to the provincial booking system. Check back for updates: https://t.co/4XRDPHJWrM or call 1-888-999-6488. To see if you’re vaccine eligible, visit: https://t.co/Ootqatrcd9 https://t.co/rnosGtXQa2",English
2021-04-03,2021 Benjamin Franklin NextGen Award Laureate @KizzyPhD was at the forefront of developing the Moderna COVID-19 vaccine. The 35-year-old is being honored by @TheFranklin for not only saving lives in the present but contributing to the future of science. https://t.co/dErztedvQF,English
2021-04-03,Do you support a Covid vaccine passport? https://t.co/0SEYLiymsL,English
2021-04-03,Just came back from getting my second covid vaccine shot life is good 👍🍷🍷,English
2021-04-03,"Coronavirus LIVE Updates: Night curfew in parts of Odisha between 10 pm and 5 am from April 5.
Read More: https://t.co/sTYr0PtDpM
#Odisha #nightcurfew #COVID19 #CoronavirusIndia https://t.co/ktDqdYGUlc",English
2021-04-03,@ZaleskiLuke @nypost They got a vaccine in a year. Dems were late to the game on closing borders and limiting planes from china. Dems turned covid into a political tool. Dems are still fear mongering about covid and at the same time shipping infected illegals all over the country.,English
2021-04-03,I agree.  Now people can fly on planes and gather together without masks. Even though breakthrough Covid has been documented in the US after getting the 2nd vaccine. The rules to the game change every second! They do not know. https://t.co/5iCposv8uR,English
2021-04-03,COVID-19 vaccine | India may become a manufacturing hub for Russia's Sputnik: Report https://t.co/MOQMOu8pTZ https://t.co/R5CKW1cl8Y,English
2021-04-03,"After months of hoping to receive a COVID-19 immunization and then weeks of fighting the illness after one never came, Air Force veteran Diane Drewes was down to her last few breaths at a hospice center in Ohio when the phone rang.  #ENMNEWSHEALTH

https://t.co/qPkcb2cCcF https://t.co/TOhIdHHAmh",English
2021-04-03,"@Wunmi1232 @SaharaReporters The dead is too scary, very hard for me to believe is Covid-19, Fkk made a I turn and took Covid-19 vaccine, hmm, very loaded!",English
2021-04-03,"NEW: CVS #9738 on 04-04
Address: 11735 Whittier Boulevard, Whittier, CA 90601
Posted @ 1617458438
https://t.co/0mws9GGZhU",English
2021-04-03,@kaycemick @jaxyw @KatyJayne101 RNA-based vaccine cannot do anything but stimulate the immune system into making antibodies. https://t.co/PWqY24uM6t,English
2021-04-03,"The next vaccine challenge: Building a workable 'passport' app...The next vaccine challenge: Building a workable 'passport' app
Tech companies, nonprofits and state agencies are racing to build digital vaccine certificates.  https://t.co/GjU2TCbCiD",English
2021-04-03,"Beginning April 5, the university will provide a shuttle to the Schottenstein Center for students, faculty and staff who have vaccine appointments. Learn more: https://t.co/KCWu6d3cnK

#TogetherAsBuckeyes https://t.co/V00Ah7iQ2j",English
2021-04-03,"VA just made it easier for Veterans who receive care from VA to schedule an appointment for a COVID-19 vaccination. Just test Vaccine to 53079 and you will receive a text back with instructions on how to schedule your vaccination appointment.

It's that easy! https://t.co/3CmqS6WMNB",English
2021-04-03,"Healthcare staff was on a phone call when she administered 2 shots of Covid-19 vaccines to a person in Kanpur Marhauli PHC: such issues will not evaporate just bcoz of high level order but only when we strengthen healthcare keeping people &amp; care in centre

https://t.co/wsDGEXtbhU",English
2021-04-03,"Join COVID Conversation Clinic panelists on April 13 at 6pm ET/3pm PT as they discuss important topics concerning vaccine distribution, differences between the approved vaccines, and new developments on the horizon. 
.
.
.
#nma #nationalmedassn #covid #vaccines #communities https://t.co/5oZPhuBH9S",English
2021-04-03,"With the Oxford Astrazeneca vaccine in the media again, it seems timely to retweet this from @sdbaral. All medicines come with some risk. Here is the patient information for Ciprofloxacin, a commonly prescribed antibiotic: https://t.co/jtcXoGfkU0 #COVID19 #vaccine cc @fact_covid https://t.co/yyJ9JxzgJq",English
2021-04-03,"The COVID-19 vaccine is free of charge on the NHS. The NHS will never ask for:

❌ your bank account or card details
❌ your pin or banking password
❌ copies of personal documents to prove your identity

Find out more about how the NHS will contact you ➡️ https://t.co/X6mKfgzGTE https://t.co/Jl1J2OefGz",English
2021-04-03,"Have a question about the COVID-19 Vaccine? 

Check out the FAQ page of United Way’s 2-1-1 Helpline at https://t.co/W8l6B1Qv2e https://t.co/mYsxcIXpI6",English
2021-04-03,"Have a question about the COVID-19 Vaccine? 

Check out the FAQ page of United Way’s 2-1-1 Helpline at https://t.co/dZ9vFG2W9Y https://t.co/jYL686fJrd",English
2021-04-03,"We wish this was a late April Fool's joke but unfortunately not. COVID cases in Michigan have risen 163% in the last month. This virus isn't over - please stay safe and continue to wear a mask, social distance, and get your vaccine as soon as possible. https://t.co/ba2VBi5vce",English
2021-04-03,"@JohnCornyn The first part of the article is offended that BIPOCs are ahead in the line of “40 year old whiteys” for a vaccine. Hasn’t the data shown that BIPOCs have been hit harder by Covid, and therefore should get the vaccination ASAP?",English
2021-04-03,"Number of COVID Vaccine Injuries Reported to VAERS Surpasses 50,000, CDC Data Show

VAERS data showed 50,861 reports of adverse events following COVID vaccines, including 2,249 deaths and 7,726 serious injuries between Dec. 14, 2020 and March 26, 2021.

https://t.co/yEdTAdfidf https://t.co/w0cajabz5e",English
2021-04-03,"@GovMurphy @kevinwhitmer  Ah, hypocrisy in full display

Vaccine Passport vs Identification to Vote 

If you can get out for one - you certainly can get out for the other 

Watch the SLEB avoid this topic -  it gets in the way of the ""narrative""

https://t.co/PSirND3rJ6",English
2021-04-03,@janephilpott @marcusbgee I was elated to get the AZ vaccine March 21st. It was an emotional day to get a vaccine designed in the UK two short months after my brother who lives in the UK died from Covid. He was eligible for a shot mere weeks after his death.,English
2021-04-03,"I found (possible) appts at 21 RiteAid stores

https://t.co/KkrclRTPIE

Warning: RiteAid's avail data is not very accurate.

List: https://t.co/4ia0gdWtC3",English
2021-04-03,"""#honest #error"" #EmoryUniversity (#Atlanta, #Georgia) MD or more fittingly, #fraudulent #researcher, #conspirator #fabricator, #backstabber, #liar, etc....

https://t.co/OQcvvKMD0o

#news #schoolofmedicine #Emory #university #neurology #surgeon #Biden #COVID 19 #vaccine https://t.co/JJbuFLudJu",English
2021-04-03,Demand Global Access For COVID-19 Vaccines https://t.co/T5znSjIsSI,English
2021-04-03,"As the Covid-19 vaccine rollout enters retail chains across the country, pharmacists and technicians speak with @VickyNguyenTV about being overworked and concerns over patient safety. 
https://t.co/s1lQu3KjxP",English
2021-04-03,Republican Congressman Doug LaMalfa's New Bill Would Ban COVID Vaccine Passports https://t.co/w58DXdjTjv https://t.co/kbANW9wgzE,English
2021-04-03,"Scammers are using a new trick to steal your money and personal information: a bogus COVID vaccine survey! 🕵️‍♂️🔗

If you recieve a text or email like this - it is a scam! Do not share your personal information. #CatchTheWave💙 https://t.co/XBKVaobHAK",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 6 to Apr 8. Sign up here, zip code 63121:
https://t.co/z7hLZHrEAo (as of 8:54)",English
2021-04-03,"@thepoundlive @BorisJohnson Don't you believe it. The UK is the only nation w/wide systematically sequencing Covid mutations.

Hence there is almost certainly something out there, which will reduce vaccine efficacy to &lt;50%. The SA variant already has wrt @Novavax's.

We're always going to be playing catchup",English
2021-04-03,"Vaccine appointments available at Walgreens Saint Louis from Apr 4 to Apr 8. Sign up here, zip code 63113:
https://t.co/z7hLZHrEAo (as of 8:54)",English
2021-04-03,"Vaccine appointments available at Walgreens Jennings from Apr 5 to Apr 8. Sign up here, zip code 63136:
https://t.co/z7hLZHrEAo (as of 8:54)",English
2021-04-03,"Ad: From today 3rd April Horton Pharmacy &amp; Travel Clinic can offer, via NHS website, the Covid-19 vaccine. If you've had your 1st Astra Zeneca vaccine over 8 weeks ago, they can do your 2nd vaccine when they have excess vaccines. Just email your details to Hortonpharmacy@nhs.net https://t.co/cx1Wm9n0Ov",English
2021-04-03,Researchers found that healthcare workers with a previous COVID-19 infection had six times the immune response to one dose of the Pfizer vaccine than those who hadn’t received the virus.​  https://t.co/374ShLxzXp,English
2021-04-03,"#JNJ and the African Vaccine Acquisition Trust have entered an agreement to make over 200 million single-dose @JNJNews vaccines available to the 55 @_AfricanUnion member states. 
https://t.co/j4INQ8QZJ6",English
2021-04-03,How former Post Office worker Alex Nisbet’s life was saved by the Covid jag – before he even got it https://t.co/OFPsnVAlrS https://t.co/FEudOQT2S2,English
2021-04-03,"if anyone has been having trouble scheduling a covid vaccine, texas medclinic has quite a bit of appointments open for next week! here’s the link :) 
https://t.co/qWvm9eKTNZ",English
2021-04-03,The government bypassed the #FDA but says the #vaccine is fine for your baby. #Science #COVID19 https://t.co/wkVq4CCMRG,English
2021-04-03,First data in pregnant women are very encouraging #covid19 https://t.co/Ju02Tkvg8k,English
2021-04-03,California Gov. Gavin Newsom just got the Johnson &amp; Johnson COVID-19 vaccine https://t.co/1pSEaZJLid https://t.co/zrtzGCjjHb,English
2021-04-03,Go for it buddies and get the vaccines - well done @cvspharmacy https://t.co/kAVMmo7fTg @TVMohandasPai @pGurus1,English
2021-04-03,"More than 247,000 people have died of COVID-19 in the U.S. since vaccines first became available in mid-Dec | https://t.co/3DgvW3c1yT",English
2021-04-03,"The decision to restrict the use of one of four approved vaccines at a time when COVID-19 levels are rising again in Canada's hardest hit provinces is a tough pill to swallow, but makes sense given the lack of data on a rare blood clot risk, experts say. https://t.co/bOHlhR0Yrz",English
2021-04-03,Investigations are under way to determine if the vaccine is causing the rare blood clots https://t.co/l9aXfCALUi,English
2021-04-03,"Vaccine appointments available at Walgreens Richfield on Apr 5. Sign up here, zip code 55423:
https://t.co/QTOpI60LVa (as of 8:56)",English
2021-04-03,"Houston VA has plenty of COVID vaccine &amp; we're vaccinating Vets of all ages (regardless of whether they are enrolled at VA), their spouses &amp; caregivers &amp; CHAMPVA beneficiaries. No formal documentation required. Get vaccinated at one of our vaccine clinics! https://t.co/iXw3rso9lg https://t.co/hTTVzZfI7i",English
2021-04-03,"The U.S. hit a major milestone in the battle against COVID-19 -- more than 100,000,000 Americans have now gotten at least one dose of a vaccine, officials said. https://t.co/H5GKyAzaBF",English
2021-04-03,"POP-UP CLINIC: There's a pop-up COVID-19 vaccine clinic Saturday in North Las Vegas at the MLK Senior Center and open to anyone eligible. #8NN
DETAILS: https://t.co/6QhbTeMuXZ",English
2021-04-03,"Almost 0.2% of the UK population has died within 28 days of a Covid diagnosis. 

0.0000003% of people in the UK who’ve had the AZ vaccine has died of blood clots. 

Perspective is everything. 

Get vaccinated.",English
2021-04-03,"Texas has a large youth population, which could affect how quickly the state reaches herd immunity.
 https://t.co/bVjjJJfwcJ",English
2021-04-03,You’ve had the #COVID19 vaccine. What can you do now? Our expert shares what you should know: https://t.co/DlzHW5C0HB https://t.co/O15RKET0Yt,English
2021-04-03,The COVID vaccine may also be a treatment for those suffering from “long COVID”. @EJohnWherry spoke with @NPR about the immune response in COVID patients and theories for how the vaccine could impact long-haulers. https://t.co/MVVFLy5Jqy,English
2021-04-03,"#ButteCounty is jumping ahead of most counties in the #Northstate, and even the state's schedule, as @BC_PubHealth is providing #vaccines to more age groups in the county.
https://t.co/PTIQHLXS7z",English
2021-04-03,Mom now has her COVID vaccine appointments https://t.co/RFofBaZSYK,English
2021-04-03,"Headache, chills, fever — these are just a few of the side effects some have reported after getting the Moderna or Pfizer COVID-19 vaccines.

https://t.co/jY2bBwlfO8",English
2021-04-03,"Phase 4 is now in motion, making vaccines available to all Oklahomans. Sign up to get your vaccine today! 

https://t.co/LDcjObllnz",English
2021-04-03,"How is the vaccination effort going in Forrest, Lamar and Jones counties? Here's a look at the numbers and what they mean. https://t.co/UdT1qoy3Kp",English
2021-04-03,"Despite vaccination numbers going up, there are still some who are unsure about getting the shot. This is why the Ad Council is launching a new campaign to try and appeal to the skeptics by showing life before COVID-19 hit. https://t.co/9IhASNgcQm",English
2021-04-03,"Particularly noteworthy is the wording by Supreme Court Justice John Marshall Harlan in the 7-2 decision issued in 1905 upholding vaccination requirements in the interest of the common good.

https://t.co/SUaSjYWqKl via @GoogleNews",English
2021-04-03,"Seeking to overcome vaccine hesitancy, the Biden administration on Thursday stepped up its outreach efforts to skeptical Americans, launching a coalition of community, religious and celebrity partners to promote COVID-19 shots in hard-hit communities.

https://t.co/CtEBAasPgA",English
2021-04-03,"Those who are fully vaccinated against COVID-19, the CDC says they can spend Easter with others. The agency says if it’s been two weeks since your last vaccine dose, you can safely gather indoors with other fully vaccinated people without wearing a mask.

 https://t.co/uxZIQAXCo5",English
2021-04-03,"Help increase confidence in the #COVID19Vaccines by making your vaccine decision visible; tell your family and people throughout your #community why you chose to #Gettheshot.  

#ArmyCOVID19Fight | #InthisTogether

Learn more: https://t.co/AH07ewfJ7e https://t.co/PLrC3S8RmA",English
2021-04-03,"Maine will open vaccine eligibility to all adults next week, but infections are surging at the same time.
https://t.co/eIWTeu66Cu",English
2021-04-03,Help us gauge local sentiment and have your voice heard in a future issue of Westchester Magazine! https://t.co/hHQW9lTjH4 by @davezucker,English
2021-04-03,@APDillon_ The harder they push the vaccine the less I want it. I had covid a recently so I’m not likely to get it again soon. My elderly parents are vaccinated.  I just do not feel the need at the moment. Next winter I may reconsider but I do not like being coerced.,English
2021-04-03,"'The father of the virus is Fauci, the father of the vaccine is Trump' @fauci #Fauci #Trump #Trump2024 #Covid #COVIDSecondWave",English
2021-04-03,"Thank you, @tylerperry for this very informational video about COVID vaccines. Still pondering getting vaccinated? Check it out: https://t.co/idPJb5nu7d",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Moderna)
925 Soundview Ave, Bronx, NY, 10473
(800) 925-4733

https://t.co/F0RxvokPCj",English
2021-04-03,"Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
60-02 Roosevelt Avenue, Queens, NY, 11377
(800) 925-4733

https://t.co/ZG7fpVhYxW",English
2021-04-03,Zero Covid strategy is a farce - they are trending this now to combat the trending line of #NoVaccinePassports twitter is a part of the vaccine is the only way agenda. They see the trend and start a combative narrative immediately though their algorithm and use bots to push it up https://t.co/ZRjsnno1dh,English
2021-04-03,Oregon is expanding COVID-19 vaccine eligibility to include all household family members of frontline workers &amp; expanding its criteria of underlying health conditions. https://t.co/qN981jV8Og,English
2021-04-03,@taracdennehy @ahandvanish I’ve been in an autoimmune flare for a year since Covid rheumatologist has suggested get the vaccine I didn’t get relief from the first one but didn’t have any major negative reaction hoping the benefit of the second one is significant,English
2021-04-03,"""Every year, you need to go to get your flu vaccine,"" Bourla said. ""It's going to be the same with Covid. In a year, you will have to go and get your annual shot for Covid to be protected.""

https://t.co/WEK0gIhHa6",English
2021-04-03,How to score COVID-19 vaccine appointments https://t.co/5Iim4vqKwb,English
2021-04-03,I have gotten my first dose of the Covid vaccine and I get my second dose in two-three weeks.,English
2021-04-03,Pfizer and BioNTech Confirm High Efficacy and No Serious Safety Concerns Through Up to Six Months Following Second Dose in Updated Topline Analysis of Landmark COVID-19 Vaccine Study | pfpfizeruscom https://t.co/a86DUWT1ca,English
2021-04-03,"@alanvibe @LukeJohnsonRCP If vaccine passports ever exist for any industry I will refuse to ever use it again. I don't care if I liked going to the pub, I'm not being coerced into a life changing action (taking the covid-19 jab). Who knows if it causes sterility, the trials aren't completed yet.",English
